product_id,product_name,category_id,seller_id,supplier_id,brand,product_description,warranty_period,unit_price,stock_quantity
232,Rosewood Cookware Neo,18,2367,107,Rosewood,"High quality cookware from Rosewood, built for everyday reliability.",18.0,1150.33,3266
233,Brightline Board Games Plus,45,2430,561,Brightline,"High quality board games from Brightline, built for everyday reliability.",12.0,1467.21,1536
234,Fenwick Makeup Flex,41,729,1482,,"High quality makeup from Fenwick, built for everyday reliability.",36.0,165.11,3128
235,Cascadia Staples Essential,51,2131,995,Cascadia,"High quality staples from Cascadia, built for everyday reliability.",6.0,1696.47,3008
236,Brightline Puzzles Flex,46,1676,831,Brightline,"High quality puzzles from Brightline, built for everyday reliability.",18.0,1660.75,411
237,Vivex Haircare Neo,40,4294,1003,Vivex,"High quality haircare from Vivex, built for everyday reliability.",6.0,480.18,837
238,Lumen Makeup 2.0,41,946,1181,Lumen,"High quality makeup from Lumen, built for everyday reliability.",12.0,768.64,3532
239,Rosewood Smartwatches 2.0,17,3490,454,Rosewood,"High quality smartwatches from Rosewood, built for everyday reliability.",,275.13,1247
240,Fenwick Smartwatches Studio,17,3285,910,Fenwick,"High quality smartwatches from Fenwick, built for everyday reliability.",12.0,1696.24,3717
241,Cascadia Furniture Max,19,6162,744,Cascadia,"High quality furniture from Cascadia, built for everyday reliability.",18.0,484.47,4200
242,Novara Furniture Air,60,2004,562,Novara,"High quality furniture from Novara, built for everyday reliability.",12.0,89.76,4311
243,Alderwood Cookware One,18,7446,976,Alderwood,"High quality cookware from Alderwood, built for everyday reliability.",36.0,730.12,1315
244,Halcyon Accessories Plus,27,5491,466,Halcyon,,24.0,480.68,2600
245,Lumen Staples Classic,51,124,1008,Lumen,"High quality staples from Lumen, built for everyday reliability.",12.0,765.52,2754
246,Rosewood Haircare Studio,40,7199,786,Rosewood,"High quality haircare from Rosewood, built for everyday reliability.",12.0,144.83,3651
247,Solace Women's Clothing One,25,5719,913,Solace,"High quality women's clothing from Solace, built for everyday reliability.",6.0,1304.57,2791
248,Vivex Lighting One,22,3116,392,Vivex,,,1622.57,471
249,Halcyon Puzzles Core,46,4290,1286,Halcyon,"High quality puzzles from Halcyon, built for everyday reliability.",36.0,74.2,1025
250,Alderwood Outdoor Toys Pro,47,6532,674,Alderwood,"High quality outdoor toys from Alderwood, built for everyday reliability.",36.0,725.46,1635
251,Fenwick Academic Lite,38,6541,359,Fenwick,"High quality academic from Fenwick, built for everyday reliability.",12.0,489.21,2199
252,Vivex Comics Prime,37,277,39,,"High quality comics from Vivex, built for everyday reliability.",36.0,97.92,1722
253,Nordwell Action Figures Lite,44,7164,1152,Nordwell,"High quality action figures from Nordwell, built for everyday reliability.",18.0,1286.24,3204
254,Willowmere Women's Clothing Edition,25,1074,1065,Willowmere,"High quality women's clothing from Willowmere, built for everyday reliability.",18.0,1796.55,3879
255,Beacon Fiction Max,34,7244,272,Beacon,"High quality fiction from Beacon, built for everyday reliability.",36.0,197.15,1037
256,Alto Dairy Classic,52,5218,1423,Alto,,18.0,1363.19,2741
257,Kairo Stationery One,58,7655,222,Kairo,"High quality stationery from Kairo, built for everyday reliability.",6.0,1540.92,1198
258,Statik Cookware Plus,18,3745,228,Statik,"High quality cookware from Statik, built for everyday reliability.",,27.08,3629
259,Ironclad Laptops Mini,12,1680,1354,Ironclad,"High quality laptops from Ironclad, built for everyday reliability.",6.0,95.57,148
260,Cascadia Fitness Equipment Studio,29,1509,335,Cascadia,"High quality fitness equipment from Cascadia, built for everyday reliability.",,1781.13,1678
261,Rosewood Accessories Go,27,3959,822,Rosewood,"High quality accessories from Rosewood, built for everyday reliability.",,1384.77,2571
262,Beacon Snacks Edition,49,5023,1455,Beacon,"High quality snacks from Beacon, built for everyday reliability.",18.0,1921.47,4308
263,Fenwick Snacks Flex,49,4501,427,Fenwick,"High quality snacks from Fenwick, built for everyday reliability.",6.0,882.04,3282
264,Marlowe Board Games Core,45,1015,364,Marlowe,"High quality board games from Marlowe, built for everyday reliability.",,1366.67,3219
265,Northgate Laptops Prime,12,3409,694,Northgate,"High quality laptops from Northgate, built for everyday reliability.",36.0,758.48,2163
266,Lumen Tools Ultra,56,2446,4,Lumen,"High quality tools from Lumen, built for everyday reliability.",6.0,332.93,1699
267,Northgate Motorbike Accessories Neo,55,5218,33,Northgate,,18.0,1049.76,921
268,Willowmere Tablets Max,16,3623,1191,Willowmere,"High quality tablets from Willowmere, built for everyday reliability.",24.0,1529.73,2705
269,Alto Furniture Plus,60,4497,1292,Alto,"High quality furniture from Alto, built for everyday reliability.",36.0,443.43,339
270,Willowmere Outdoor Toys Ultra,47,5306,860,,"High quality outdoor toys from Willowmere, built for everyday reliability.",12.0,1582.67,871
271,Verdant Dairy One,52,3359,1067,Verdant,"High quality dairy from Verdant, built for everyday reliability.",36.0,1927.96,3447
272,Rosewood Tyres & Wheels Edition,57,1822,807,Rosewood,"High quality tyres & wheels from Rosewood, built for everyday reliability.",24.0,1270.04,1444
273,Crestview Staples Go,51,4508,736,Crestview,,18.0,187.74,1564
274,Alto Tools Classic,56,7537,791,Alto,"High quality tools from Alto, built for everyday reliability.",24.0,1389.56,3630
275,Kestrel Bags Air,28,329,469,Kestrel,"High quality bags from Kestrel, built for everyday reliability.",36.0,967.55,3127
276,Trueform Laptops One,12,2104,371,Trueform,,6.0,1791.35,1156
277,Statik Motorbike Accessories One,55,3986,327,Statik,"High quality motorbike accessories from Statik, built for everyday reliability.",6.0,1753.53,4387
278,Solace Accessories Lite,27,6683,1240,,"High quality accessories from Solace, built for everyday reliability.",6.0,1070.32,932
279,Halcyon Yoga Ultra,33,4496,624,Halcyon,,6.0,172.31,3502
280,Statik Comics Air,37,5154,848,Statik,"High quality comics from Statik, built for everyday reliability.",6.0,113.04,525
281,Beacon Men's Clothing Flex,24,437,1135,Beacon,,12.0,1124.39,3883
282,Vivex Educational Max,48,6758,498,Vivex,"High quality educational from Vivex, built for everyday reliability.",24.0,894.91,2545
283,Lumen Academic Lite,38,3347,803,Lumen,"High quality academic from Lumen, built for everyday reliability.",24.0,1518.41,1132
284,Vivex Laptops Plus,12,59,129,Vivex,"High quality laptops from Vivex, built for everyday reliability.",12.0,1493.8,3353
285,Cascadia Haircare Edition,40,3165,727,Cascadia,"High quality haircare from Cascadia, built for everyday reliability.",12.0,775.48,4814
286,Brightline Car Accessories Mini,54,1252,1244,Brightline,"High quality car accessories from Brightline, built for everyday reliability.",,1650.92,1314
287,Trueform Comics Ultra,37,3416,90,Trueform,"High quality comics from Trueform, built for everyday reliability.",6.0,447.49,3058
288,Halcyon Dairy Go,52,444,1499,Halcyon,"High quality dairy from Halcyon, built for everyday reliability.",18.0,1237.43,137
289,Halcyon Furniture Edition,19,7067,1470,Halcyon,"High quality furniture from Halcyon, built for everyday reliability.",24.0,886.5,4790
290,Ironclad Storage Essential,21,7131,928,Ironclad,,24.0,1861.8,1231
291,Zentra Educational Go,48,138,398,Zentra,,,1557.04,4770
292,Statik Men's Clothing Go,24,3598,816,,"High quality men's clothing from Statik, built for everyday reliability.",6.0,1004.61,97
293,Rosewood Action Figures Plus,44,1758,64,Rosewood,,12.0,1192.57,2486
294,Trueform Fiction Core,34,5942,1051,Trueform,"High quality fiction from Trueform, built for everyday reliability.",6.0,794.98,2659
295,Brightline Women's Clothing Classic,25,2871,1167,Brightline,"High quality women's clothing from Brightline, built for everyday reliability.",18.0,789.48,3108
296,Vivex Yoga Edition,33,1330,1042,Vivex,"High quality yoga from Vivex, built for everyday reliability.",18.0,77.05,4327
297,Crestview Furniture Flex,19,6378,692,Crestview,"High quality furniture from Crestview, built for everyday reliability.",,1356.33,2510
298,Brightline Storage Flex,21,4460,864,Brightline,"High quality storage from Brightline, built for everyday reliability.",12.0,1470.14,1054
299,Alto Comics Neo,37,237,603,Alto,"High quality comics from Alto, built for everyday reliability.",,1439.1,4904
300,Crestview Yoga Air,33,4608,907,Crestview,"High quality yoga from Crestview, built for everyday reliability.",24.0,1943.43,1098
301,Alderwood Bedding Pro,20,5465,671,Alderwood,"High quality bedding from Alderwood, built for everyday reliability.",12.0,1328.39,349
302,Brightline Fitness Equipment Mini,29,676,1065,Brightline,"High quality fitness equipment from Brightline, built for everyday reliability.",,280.12,1096
303,Rosewood Smartphones Mini,11,4652,987,,"High quality smartphones from Rosewood, built for everyday reliability.",36.0,1242.98,2489
304,Solace Team Sports Go,32,1965,141,Solace,"High quality team sports from Solace, built for everyday reliability.",6.0,971.49,4603
305,Crestview Staples Mini,51,4945,664,Crestview,"High quality staples from Crestview, built for everyday reliability.",24.0,28.04,1018
306,Zentra Snacks Ultra,49,513,1166,Zentra,"High quality snacks from Zentra, built for everyday reliability.",18.0,541.81,4535
307,Crestview Outdoor Toys Plus,47,2995,125,,"High quality outdoor toys from Crestview, built for everyday reliability.",18.0,141.67,203
308,Lumen Puzzles Air,46,6196,182,Lumen,"High quality puzzles from Lumen, built for everyday reliability.",18.0,1106.45,1030
309,Nordwell Televisions Elite,15,7318,73,Nordwell,"High quality televisions from Nordwell, built for everyday reliability.",18.0,1018.96,4410
310,Kairo Men's Clothing Classic,24,1868,758,Kairo,"High quality men's clothing from Kairo, built for everyday reliability.",6.0,141.47,4277
311,Brightline Camping Gear Max,30,7714,704,Brightline,"High quality camping gear from Brightline, built for everyday reliability.",12.0,697.73,693
312,Ironclad Headphones Edition,13,7404,396,Ironclad,"High quality headphones from Ironclad, built for everyday reliability.",18.0,671.88,1485
313,Kestrel Televisions Essential,15,189,882,Kestrel,"High quality televisions from Kestrel, built for everyday reliability.",12.0,620.14,3304
314,Novara Staples Studio,51,7775,1316,Novara,"High quality staples from Novara, built for everyday reliability.",24.0,556.37,988
315,Zentra Accessories Essential,27,670,73,Zentra,"High quality accessories from Zentra, built for everyday reliability.",36.0,706.73,3568
316,Cascadia Cookware Plus,18,2542,284,Cascadia,"High quality cookware from Cascadia, built for everyday reliability.",24.0,287.91,3554
317,Kestrel Smartphones Neo,11,5419,1206,Kestrel,"High quality smartphones from Kestrel, built for everyday reliability.",36.0,1499.79,4630
318,Alto Children's Books Prime,36,7454,778,Alto,"High quality children's books from Alto, built for everyday reliability.",6.0,686.52,1002
319,Kestrel Fiction Ultra,34,7628,68,Kestrel,"High quality fiction from Kestrel, built for everyday reliability.",24.0,313.86,3638
320,Solace Bakery Max,53,3255,704,,"High quality bakery from Solace, built for everyday reliability.",36.0,959.47,4733
321,Kairo Motorbike Accessories Elite,55,1209,1302,Kairo,"High quality motorbike accessories from Kairo, built for everyday reliability.",12.0,1723.61,2005
322,Trueform Academic Flex,38,7702,969,Trueform,"High quality academic from Trueform, built for everyday reliability.",24.0,1938.2,2436
323,Fenwick Cleaning Supplies Edition,23,7989,227,Fenwick,"High quality cleaning supplies from Fenwick, built for everyday reliability.",6.0,1851.95,3629
324,Fenwick Headphones Max,13,6030,917,Fenwick,"High quality headphones from Fenwick, built for everyday reliability.",18.0,244.25,3258
325,Lumen Cycling Prime,31,6289,1220,Lumen,"High quality cycling from Lumen, built for everyday reliability.",6.0,230.18,941
326,Fenwick Staples Core,51,2651,694,Fenwick,"High quality staples from Fenwick, built for everyday reliability.",12.0,834.53,1459
327,Crestview Stationery Go,58,1827,1413,Crestview,"High quality stationery from Crestview, built for everyday reliability.",24.0,1822.45,4819
328,Fenwick Bedding Studio,20,5595,418,Fenwick,"High quality bedding from Fenwick, built for everyday reliability.",36.0,831.51,4138
329,Nordwell Cleaning Supplies Flex,23,1855,1484,Nordwell,"High quality cleaning supplies from Nordwell, built for everyday reliability.",24.0,771.85,2042
330,Kestrel Cameras Core,14,78,175,Kestrel,"High quality cameras from Kestrel, built for everyday reliability.",36.0,1421.16,3862
331,Kestrel Bakery Studio,53,4010,619,Kestrel,"High quality bakery from Kestrel, built for everyday reliability.",18.0,701.7,2092
332,Fenwick Staples One,51,1442,973,,,24.0,1482.92,1502
333,Kairo Board Games Pro,45,2158,1496,Kairo,"High quality board games from Kairo, built for everyday reliability.",6.0,605.9,2951
334,Kestrel Children's Books Air,36,3368,237,Kestrel,"High quality children's books from Kestrel, built for everyday reliability.",18.0,695.52,1043
335,Novara Stationery Lite,58,2951,796,Novara,"High quality stationery from Novara, built for everyday reliability.",6.0,1588.39,4638
336,Zentra Comics Edition,37,1820,1187,Zentra,"High quality comics from Zentra, built for everyday reliability.",18.0,467.58,1797
337,Trueform Yoga Plus,33,3424,4,Trueform,"High quality yoga from Trueform, built for everyday reliability.",,1846.42,4474
338,Crestview Skincare Classic,39,1206,1334,Crestview,"High quality skincare from Crestview, built for everyday reliability.",24.0,936.58,834
339,Nordwell Comics Lite,37,5867,1169,Nordwell,"High quality comics from Nordwell, built for everyday reliability.",6.0,400.54,1547
340,Lumen Non-Fiction Core,35,7297,941,Lumen,"High quality non-fiction from Lumen, built for everyday reliability.",18.0,92.02,3618
341,Lumen Televisions Go,15,4317,1455,Lumen,"High quality televisions from Lumen, built for everyday reliability.",18.0,1107.4,314
342,Kestrel Camping Gear Classic,30,7109,286,Kestrel,"High quality camping gear from Kestrel, built for everyday reliability.",12.0,1237.24,2009
343,Beacon Bags Max,28,3713,916,Beacon,"High quality bags from Beacon, built for everyday reliability.",36.0,1843.02,4807
344,Nordwell Furniture Neo,60,303,1057,Nordwell,"High quality furniture from Nordwell, built for everyday reliability.",18.0,1761.45,2830
345,Trueform Smartphones Series X,11,6586,346,Trueform,"High quality smartphones from Trueform, built for everyday reliability.",,369.86,2225
